,identifier,score,activity,scheme
812,ZINC09858988|decoys_final|mol2|6113|dock2,7.315642628985979,0,hs2
533,ZINC17195761|decoys_final|mol2|5508|dock2,7.31539498245083,0,hs2
686,ZINC09419850|decoys_final|mol2|5909|dock1,7.314522437531873,0,hs2
842,ZINC39958083|decoys_final|mol2|4467|dock2,7.314281573498964,0,hs2
3776,ZINC39379946|decoys_final|mol2|5769|dock2,7.3138296721705025,0,hs2
1374,ZINC05239609|decoys_final|mol2|606|dock2,7.31017298854517,0,hs2
1581,ZINC02500558|decoys_final|mol2|2443|dock2,7.309951689657573,0,hs2
713,ZINC14976937|decoys_final|mol2|579|dock1,7.306650142582888,0,hs2
879,ZINC08876569|decoys_final|mol2|706|dock4,7.305687445007537,0,hs2
1198,ZINC43532229|decoys_final|mol2|4570|dock3,7.305087581030942,0,hs2
3564,ZINC39431781|decoys_final|mol2|5628|dock1,7.303587716889603,0,hs2
1364,ZINC63710171|decoys_final|mol2|5192|dock5,7.303324807487173,0,hs2
637,ZINC37685586|decoys_final|mol2|4302|dock5,7.299945676953017,0,hs2
839,ZINC33682141|decoys_final|mol2|3487|dock2,7.294910960712315,0,hs2
121,ZINC53329214|decoys_final|mol2|1200|dock1,7.293407419042381,0,hs2
532,ZINC66634887|decoys_final|mol2|202|dock4,7.29316589634826,0,hs2
785,ZINC06266097|decoys_final|mol2|5913|dock2,7.288246722007841,0,hs2
751,ZINC20270798|decoys_final|mol2|776|dock4,7.287362753471335,0,hs2
96,ZINC04104691|decoys_final|mol2|1159|dock2,7.287140634185139,0,hs2
128,ZINC50328948|decoys_final|mol2|1194|dock5,7.286398302912224,0,hs2
2450,ZINC09255589|decoys_final|mol2|5658|dock3,7.285080706921944,0,hs2
3431,ZINC22785705|decoys_final|mol2|624|dock5,7.28411060133469,0,hs2
1033,ZINC09814513|decoys_final|mol2|314|dock1,7.282912335165418,0,hs2
3708,ZINC39337701|decoys_final|mol2|5124|dock5,7.280768750068521,0,hs2
1090,ZINC14197414|decoys_final|mol2|5916|dock1,7.272469365650334,0,hs2
1326,ZINC39518985|decoys_final|mol2|944|dock2,7.2708937694704066,0,hs2
605,ZINC67122049|decoys_final|mol2|3681|dock1,7.269675155543532,0,hs2
1073,ZINC00981474|decoys_final|mol2|5446|dock1,7.268657043571235,0,hs2
1480,CHEMBL390629|actives_final|mol2|26|dock2,7.267862827672149,1,hs2
4290,ZINC59122172|decoys_final|mol2|3574|dock4,7.265731508204833,0,hs2
604,ZINC36962319|decoys_final|mol2|4298|dock3,7.264295042590126,0,hs2
841,ZINC06720186|decoys_final|mol2|4484|dock3,7.264267217101896,0,hs2
746,ZINC16552198|decoys_final|mol2|5816|dock4,7.263582387597232,0,hs2
1607,ZINC31621676|decoys_final|mol2|346|dock3,7.262868942021594,0,hs2
541,ZINC12776139|decoys_final|mol2|5406|dock4,7.2625597939676965,0,hs2
1031,ZINC39540761|decoys_final|mol2|5180|dock2,7.257446634468954,0,hs2
1109,ZINC22038940|decoys_final|mol2|595|dock5,7.253180589425131,0,hs2
1108,ZINC23291963|decoys_final|mol2|843|dock3,7.252270780456851,0,hs2
1539,ZINC37579830|decoys_final|mol2|3001|dock3,7.251968992248063,0,hs2
877,ZINC33478747|decoys_final|mol2|1091|dock3,7.248465433518624,0,hs2
898,ZINC36955858|decoys_final|mol2|3441|dock1,7.248378606433686,0,hs2
3414,ZINC25052880|decoys_final|mol2|5110|dock3,7.247173106060606,0,hs2
1136,ZINC22926483|decoys_final|mol2|842|dock5,7.245732179835736,0,hs2
1467,ZINC06746319|decoys_final|mol2|3030|dock3,7.242036322224035,0,hs2
5176,ZINC45767143|decoys_final|mol2|641|dock1,7.238576641134092,0,hs2
954,ZINC40144723|decoys_final|mol2|3612|dock4,7.238457201972677,0,hs2
2183,ZINC43259268|decoys_final|mol2|6223|dock4,7.238152546017486,0,hs2
2562,ZINC37332423|decoys_final|mol2|6313|dock5,7.237782017613245,0,hs2
1926,ZINC39421846|decoys_final|mol2|5177|dock4,7.235264489535509,0,hs2
1318,ZINC10528941|decoys_final|mol2|714|dock1,7.2292895091621885,0,hs2
575,ZINC35660845|decoys_final|mol2|4297|dock2,7.227601532567052,0,hs2
741,ZINC39550261|decoys_final|mol2|4526|dock4,7.227044395350874,0,hs2
706,ZINC01145528|decoys_final|mol2|6012|dock2,7.224578104353007,0,hs2
1246,ZINC14182163|decoys_final|mol2|470|dock2,7.223636200656603,0,hs2
17,ZINC38141307|decoys_final|mol2|5767|dock5,7.223344641063937,0,hs2
691,ZINC59310643|decoys_final|mol2|404|dock4,7.221122960372961,0,hs2
1276,ZINC43155969|decoys_final|mol2|2637|dock1,7.2209219727317455,0,hs2
4461,ZINC10002753|decoys_final|mol2|4745|dock5,7.219818033960205,0,hs2
996,ZINC13358218|decoys_final|mol2|5158|dock4,7.216390971237692,0,hs2
1577,ZINC45501596|decoys_final|mol2|491|dock1,7.214801881772181,0,hs2
3689,ZINC24932906|decoys_final|mol2|6399|dock1,7.212584327970938,0,hs2
988,ZINC00831019|decoys_final|mol2|3383|dock2,7.21256332195571,0,hs2
1088,ZINC11481415|decoys_final|mol2|5710|dock4,7.204002377097395,0,hs2
3521,ZINC19809734|decoys_final|mol2|5366|dock5,7.203092224979323,0,hs2
3160,ZINC31773807|decoys_final|mol2|6380|dock4,7.201895480225988,0,hs2
1863,ZINC00710320|decoys_final|mol2|5951|dock5,7.2013163193611405,0,hs2
1129,ZINC12543845|decoys_final|mol2|6132|dock5,7.198653096974926,0,hs2
1035,ZINC21469834|decoys_final|mol2|780|dock1,7.198181666542867,0,hs2
961,ZINC09497821|decoys_final|mol2|311|dock1,7.197939999687418,0,hs2
1715,ZINC39325291|decoys_final|mol2|3762|dock2,7.196624078767467,0,hs2
1302,ZINC00846058|decoys_final|mol2|6726|dock4,7.195999285698342,0,hs2
4032,ZINC06189669|decoys_final|mol2|5043|dock3,7.1952713099665635,0,hs2
4716,ZINC45283428|decoys_final|mol2|5889|dock1,7.191150383546091,0,hs2
2682,ZINC14731978|decoys_final|mol2|5565|dock2,7.189457157455817,0,hs2
1003,ZINC01183524|decoys_final|mol2|6001|dock4,7.189214053022021,0,hs2
1898,ZINC24853101|decoys_final|mol2|3054|dock3,7.189200008797396,0,hs2
760,ZINC41209960|decoys_final|mol2|4313|dock1,7.188704761764338,0,hs2
2318,ZINC49175870|decoys_final|mol2|2553|dock3,7.18718261381488,0,hs2
681,ZINC33447888|decoys_final|mol2|483|dock1,7.187105239959096,0,hs2
1779,ZINC10627844|decoys_final|mol2|722|dock4,7.186986444260221,0,hs2
5119,ZINC06348573|decoys_final|mol2|5014|dock2,7.185351564874711,0,hs2
536,ZINC38654879|decoys_final|mol2|4309|dock3,7.183481945467944,0,hs2
4623,ZINC39461696|decoys_final|mol2|5583|dock1,7.18116680702698,0,hs2
3772,ZINC24828828|decoys_final|mol2|271|dock4,7.179534734732323,0,hs2
3878,ZINC64131806|decoys_final|mol2|6098|dock3,7.1783140296595915,0,hs2
3752,ZINC20535224|decoys_final|mol2|6270|dock3,7.177877783347953,0,hs2
755,ZINC00865042|decoys_final|mol2|5764|dock4,7.1764387201369,0,hs2
1122,ZINC07041604|decoys_final|mol2|2317|dock2,7.172296201968751,0,hs2
911,ZINC41022483|decoys_final|mol2|344|dock1,7.171191480017568,0,hs2
1346,ZINC30952793|decoys_final|mol2|1087|dock4,7.16961437313779,0,hs2
1040,ZINC38848251|decoys_final|mol2|3755|dock4,7.167592210740004,0,hs2
2623,ZINC14754307|decoys_final|mol2|5056|dock1,7.167486865552416,0,hs2
2027,ZINC13608453|decoys_final|mol2|5564|dock2,7.164306019033493,0,hs2
1235,ZINC36935951|decoys_final|mol2|2734|dock1,7.163565063955278,0,hs2
2933,ZINC39439809|decoys_final|mol2|4665|dock4,7.163500863204761,0,hs2
4694,ZINC43675665|decoys_final|mol2|3664|dock2,7.161981321934277,0,hs2
1954,ZINC18778506|decoys_final|mol2|5918|dock5,7.161245299507443,0,hs2
3344,ZINC38884385|decoys_final|mol2|3568|dock2,7.160120160702515,0,hs2
5645,ZINC50151028|decoys_final|mol2|694|dock5,7.158832147957084,0,hs2
860,ZINC02777668|decoys_final|mol2|5714|dock5,7.158020063839488,0,hs2
2799,ZINC43256626|decoys_final|mol2|6580|dock5,7.156114317703557,0,hs2
928,ZINC43737026|decoys_final|mol2|5888|dock3,7.1552363077234045,0,hs2
1295,ZINC01167630|decoys_final|mol2|6005|dock5,7.153794087806678,0,hs2
1221,ZINC24601467|decoys_final|mol2|437|dock4,7.153773366034734,0,hs2
1158,ZINC55310113|decoys_final|mol2|1713|dock2,7.151638565122292,0,hs2
789,ZINC08538991|decoys_final|mol2|6156|dock2,7.151329375277687,0,hs2
975,ZINC02980588|decoys_final|mol2|910|dock1,7.150885450781893,0,hs2
1445,ZINC59139750|decoys_final|mol2|5745|dock5,7.15026063829787,0,hs2
844,ZINC04944916|decoys_final|mol2|3025|dock2,7.148590713088428,0,hs2
1145,ZINC11319491|decoys_final|mol2|347|dock1,7.146406035665293,0,hs2
4836,ZINC09102776|decoys_final|mol2|5854|dock3,7.146341032748179,0,hs2
1397,ZINC37042568|decoys_final|mol2|2324|dock1,7.14555146110493,0,hs2
1324,ZINC05025805|decoys_final|mol2|5901|dock2,7.14502004355079,0,hs2
160,ZINC35256439|decoys_final|mol2|1322|dock1,7.140485467994641,0,hs2
869,ZINC22065709|decoys_final|mol2|3135|dock3,7.1393966450216455,0,hs2
1955,ZINC39774546|decoys_final|mol2|6145|dock1,7.1374949638432295,0,hs2
1161,ZINC03015842|decoys_final|mol2|3382|dock5,7.133737747973202,0,hs2
1580,ZINC10240003|decoys_final|mol2|5660|dock3,7.132233888393911,0,hs2
4796,ZINC39971936|decoys_final|mol2|5883|dock2,7.131423835806421,0,hs2
834,ZINC16766706|decoys_final|mol2|431|dock2,7.130156787608654,0,hs2
696,ZINC19360033|decoys_final|mol2|3353|dock1,7.129361420885075,0,hs2
2100,ZINC36705267|decoys_final|mol2|6187|dock4,7.128055468051593,0,hs2
4719,ZINC38653437|decoys_final|mol2|5339|dock3,7.126925118515622,0,hs2
4752,ZINC64452615|decoys_final|mol2|555|dock5,7.125113873352925,0,hs2
1072,ZINC39837182|decoys_final|mol2|6139|dock1,7.124618421052633,0,hs2
1440,ZINC10985644|decoys_final|mol2|717|dock2,7.121990547007227,0,hs2
1155,ZINC66642212|decoys_final|mol2|6303|dock4,7.119111952861953,0,hs2
4201,ZINC20867333|decoys_final|mol2|870|dock2,7.117398992633802,0,hs2
4406,ZINC24888119|decoys_final|mol2|6516|dock3,7.1162910848549945,0,hs2
3353,ZINC03873817|decoys_final|mol2|5581|dock3,7.115351325301205,0,hs2
899,ZINC14263703|decoys_final|mol2|334|dock2,7.11337618713044,0,hs2
674,ZINC02876363|decoys_final|mol2|3031|dock4,7.112509350548029,0,hs2
1567,ZINC06121505|decoys_final|mol2|5480|dock5,7.111994647604627,0,hs2
5135,ZINC59247902|decoys_final|mol2|5785|dock4,7.109367542098807,0,hs2
1287,ZINC63393647|decoys_final|mol2|302|dock5,7.108238081442138,0,hs2
753,ZINC23459536|decoys_final|mol2|942|dock3,7.107868878998204,0,hs2
1585,ZINC38189353|decoys_final|mol2|5477|dock1,7.104394112008461,0,hs2
1918,ZINC39774547|decoys_final|mol2|6146|dock3,7.098376364721585,0,hs2
2338,ZINC43022806|decoys_final|mol2|6216|dock2,7.097959020916778,0,hs2
4542,ZINC22773748|decoys_final|mol2|677|dock4,7.097837505264599,0,hs2
1190,ZINC32794602|decoys_final|mol2|939|dock3,7.097128392407846,0,hs2
2590,ZINC49366277|decoys_final|mol2|6285|dock4,7.096714670638639,0,hs2
2086,CHEMBL246603|actives_final|mol2|128|dock4,7.096412799723994,1,hs2
3325,ZINC12131279|decoys_final|mol2|260|dock2,7.09544013536725,0,hs2
1279,ZINC52912051|decoys_final|mol2|5944|dock5,7.095078887427416,0,hs2
1758,ZINC47414254|decoys_final|mol2|5937|dock4,7.094023002963896,0,hs2
611,ZINC23491555|decoys_final|mol2|331|dock3,7.093813479623823,0,hs2
1206,ZINC33347571|decoys_final|mol2|6733|dock2,7.092718668005701,0,hs2
2099,ZINC39464725|decoys_final|mol2|6741|dock1,7.088049270154549,0,hs2
1645,ZINC17758133|decoys_final|mol2|5163|dock5,7.087350044957509,0,hs2
2286,ZINC15066593|decoys_final|mol2|525|dock5,7.0849315558434816,0,hs2
1578,ZINC59139181|decoys_final|mol2|1102|dock2,7.082983743907361,0,hs2
3291,ZINC13561760|decoys_final|mol2|3541|dock2,7.078869825708061,0,hs2
2869,ZINC05093800|decoys_final|mol2|4473|dock3,7.078104663098873,0,hs2
1049,ZINC37685713|decoys_final|mol2|4304|dock5,7.076998248128682,0,hs2
4712,ZINC11702022|decoys_final|mol2|257|dock4,7.07684318350692,0,hs2
999,ZINC35143114|decoys_final|mol2|6151|dock2,7.075458335441437,0,hs2
1443,ZINC32777091|decoys_final|mol2|742|dock1,7.074134956026732,0,hs2
1162,ZINC03596918|decoys_final|mol2|5656|dock3,7.07156267907714,0,hs2
1622,ZINC38911100|decoys_final|mol2|5228|dock3,7.071351844051802,0,hs2
967,ZINC14248129|decoys_final|mol2|6168|dock1,7.07046485260771,0,hs2
776,ZINC57602790|decoys_final|mol2|495|dock1,7.067366991982377,0,hs2
880,ZINC17861414|decoys_final|mol2|1072|dock4,7.067028489217732,0,hs2
915,ZINC12891560|decoys_final|mol2|1069|dock2,7.066080172498285,0,hs2
1294,ZINC12367722|decoys_final|mol2|5959|dock2,7.0655737792523015,0,hs2
3486,ZINC05818644|decoys_final|mol2|189|dock1,7.064635088781274,0,hs2
874,ZINC23640716|decoys_final|mol2|5470|dock5,7.0643183436413635,0,hs2
1006,ZINC01580498|decoys_final|mol2|305|dock5,7.06274822570445,0,hs2
2065,ZINC36217077|decoys_final|mol2|3204|dock1,7.061496891113485,0,hs2
1720,ZINC12630211|decoys_final|mol2|5663|dock4,7.060615887380593,0,hs2
606,ZINC59016256|decoys_final|mol2|4886|dock4,7.05969968617205,0,hs2
4768,ZINC04932314|decoys_final|mol2|5348|dock4,7.058573256413113,0,hs2
3617,ZINC14991069|decoys_final|mol2|619|dock5,7.056987608380355,0,hs2
1372,ZINC07314633|decoys_final|mol2|596|dock1,7.055105980003773,0,hs2
2820,ZINC09261788|decoys_final|mol2|5746|dock5,7.053491616419505,0,hs2
5068,ZINC36642971|decoys_final|mol2|5368|dock4,7.051079203618213,0,hs2
1091,ZINC59397330|decoys_final|mol2|5531|dock4,7.050296749882242,0,hs2
1731,ZINC37860040|decoys_final|mol2|2123|dock2,7.05009987982624,0,hs2
1239,ZINC01408178|decoys_final|mol2|1652|dock1,7.049733336672997,0,hs2
3417,ZINC39485623|decoys_final|mol2|5328|dock3,7.049478009668671,0,hs2
1020,ZINC09460278|decoys_final|mol2|6109|dock4,7.048894995494887,0,hs2
5066,ZINC16036585|decoys_final|mol2|6066|dock1,7.047715989755345,0,hs2
3637,ZINC59833650|decoys_final|mol2|893|dock1,7.047378732538768,0,hs2
1806,ZINC09665225|decoys_final|mol2|6359|dock4,7.043865988323108,0,hs2
1892,ZINC20753375|decoys_final|mol2|6032|dock1,7.04310694259451,0,hs2
3470,ZINC24284172|decoys_final|mol2|5215|dock3,7.0424303021299,0,hs2
1479,ZINC12045346|decoys_final|mol2|5685|dock1,7.041361232709548,0,hs2
960,ZINC04020931|decoys_final|mol2|1917|dock1,7.040810655610059,0,hs2
2568,ZINC58935939|decoys_final|mol2|6044|dock2,7.040578638634118,0,hs2
2204,ZINC09442806|decoys_final|mol2|461|dock4,7.037596984413326,0,hs2
1149,ZINC61890924|decoys_final|mol2|6754|dock5,7.035847857719967,0,hs2
4094,ZINC67371084|decoys_final|mol2|904|dock1,7.034124735099587,0,hs2
5160,ZINC03551755|decoys_final|mol2|5851|dock1,7.033812638580933,0,hs2
2230,ZINC63491047|decoys_final|mol2|3321|dock1,7.033256924920999,0,hs2
693,ZINC39101257|decoys_final|mol2|4311|dock4,7.0324105571847495,0,hs2
1087,ZINC05866284|decoys_final|mol2|5902|dock2,7.029610710022674,0,hs2
1474,ZINC65199229|decoys_final|mol2|3074|dock5,7.027199131402318,0,hs2
1166,ZINC12204555|decoys_final|mol2|719|dock4,7.0242918130475385,0,hs2
3911,ZINC59937105|decoys_final|mol2|6400|dock4,7.0237147055592155,0,hs2
968,ZINC20534229|decoys_final|mol2|1499|dock5,7.023684502332131,0,hs2
3163,ZINC43630938|decoys_final|mol2|994|dock1,7.023680678453154,0,hs2
2839,ZINC34683707|decoys_final|mol2|6081|dock4,7.023338246606882,0,hs2
1086,ZINC40061183|decoys_final|mol2|803|dock2,7.021597304499291,0,hs2
3686,ZINC31586153|decoys_final|mol2|3359|dock1,7.0203810257173505,0,hs2
3004,ZINC20534940|decoys_final|mol2|5869|dock3,7.020079956265649,0,hs2
1357,ZINC16103062|decoys_final|mol2|5815|dock1,7.016657567485592,0,hs2
5231,ZINC63824827|decoys_final|mol2|602|dock1,7.015827673707983,0,hs2
196,ZINC40245845|decoys_final|mol2|1202|dock1,7.014038667215138,0,hs2
5248,ZINC63209722|decoys_final|mol2|299|dock4,7.011247399702822,0,hs2
4807,ZINC29685397|decoys_final|mol2|983|dock4,7.009236647132323,0,hs2
1051,ZINC20285800|decoys_final|mol2|327|dock1,7.0080476614371365,0,hs2
1390,ZINC30359940|decoys_final|mol2|4617|dock1,7.006234679994088,0,hs2
1707,ZINC14985718|decoys_final|mol2|6031|dock5,7.005206559724266,0,hs2
1524,ZINC10399519|decoys_final|mol2|721|dock1,7.0026329718548235,0,hs2
1792,ZINC17093190|decoys_final|mol2|6143|dock4,7.002548110177866,0,hs2
3536,ZINC22074335|decoys_final|mol2|4716|dock1,7.0004397676386,0,hs2
1285,ZINC16495813|decoys_final|mol2|5213|dock5,6.998694847733711,0,hs2
2033,ZINC39609091|decoys_final|mol2|3912|dock1,6.998391355140186,0,hs2
153,ZINC45072150|decoys_final|mol2|4027|dock1,6.995553503569273,0,hs2
2052,ZINC09492675|decoys_final|mol2|518|dock3,6.994912699880791,0,hs2
5003,ZINC12586927|decoys_final|mol2|5754|dock5,6.9940383111262046,0,hs2
822,ZINC14767105|decoys_final|mol2|4807|dock3,6.993063679050993,0,hs2
1112,ZINC44434656|decoys_final|mol2|3064|dock2,6.992861964618247,0,hs2
2513,ZINC09125797|decoys_final|mol2|3038|dock1,6.990482690661195,0,hs2
1046,ZINC45467236|decoys_final|mol2|5483|dock4,6.988307044774449,0,hs2
902,ZINC21736243|decoys_final|mol2|433|dock5,6.986393110395374,0,hs2
1540,ZINC40867627|decoys_final|mol2|947|dock4,6.985146535472167,0,hs2
1759,ZINC66135584|decoys_final|mol2|1664|dock5,6.982444519124224,0,hs2
630,ZINC45072192|decoys_final|mol2|1641|dock3,6.981559733856116,0,hs2
4466,ZINC44940859|decoys_final|mol2|6283|dock1,6.9811109492349255,0,hs2
1152,ZINC07373220|decoys_final|mol2|4601|dock5,6.979873491507488,0,hs2
1184,ZINC64338070|decoys_final|mol2|504|dock3,6.979136678906569,0,hs2
1367,ZINC39996056|decoys_final|mol2|354|dock4,6.978646953090579,0,hs2
2552,ZINC49018945|decoys_final|mol2|5928|dock2,6.97833217505335,0,hs2
1652,ZINC42360817|decoys_final|mol2|2126|dock2,6.977779182568972,0,hs2
2382,ZINC03177496|decoys_final|mol2|1057|dock2,6.97685393054674,0,hs2
2093,ZINC05610042|decoys_final|mol2|158|dock2,6.976426600661085,0,hs2
1466,ZINC28048108|decoys_final|mol2|4616|dock5,6.974688194688196,0,hs2
656,ZINC10758731|decoys_final|mol2|1062|dock5,6.974252561784208,0,hs2
4158,ZINC59926463|decoys_final|mol2|997|dock2,6.972393828481714,0,hs2
1772,ZINC51398203|decoys_final|mol2|2457|dock2,6.967862773775683,0,hs2
1030,ZINC15050930|decoys_final|mol2|1107|dock3,6.967842517978178,0,hs2
1528,ZINC38645661|decoys_final|mol2|116|dock3,6.967324202639942,0,hs2
3632,ZINC20536431|decoys_final|mol2|869|dock3,6.966551432438529,0,hs2
4496,ZINC34830915|decoys_final|mol2|4969|dock1,6.9662827076548,0,hs2
4976,ZINC39957720|decoys_final|mol2|5127|dock4,6.966218037490026,0,hs2
1121,ZINC21738367|decoys_final|mol2|434|dock1,6.960384820239682,0,hs2
1847,ZINC21134337|decoys_final|mol2|5870|dock1,6.960361993650766,0,hs2
2013,ZINC22605555|decoys_final|mol2|5721|dock2,6.95805498652291,0,hs2
1013,ZINC30942464|decoys_final|mol2|3087|dock4,6.95636406152567,0,hs2
4293,ZINC09088266|decoys_final|mol2|6356|dock3,6.955378947806285,0,hs2
1415,ZINC08897506|decoys_final|mol2|5198|dock1,6.9542902790232635,0,hs2
1819,ZINC19868361|decoys_final|mol2|696|dock4,6.953949758790038,0,hs2
558,ZINC29642375|decoys_final|mol2|1578|dock5,6.953849994199468,0,hs2
1237,ZINC02225708|decoys_final|mol2|911|dock5,6.953807495741056,0,hs2
1605,ZINC13131970|decoys_final|mol2|3625|dock2,6.95156104760172,0,hs2
4944,ZINC11879537|decoys_final|mol2|612|dock4,6.950962845874758,0,hs2
2549,ZINC37022661|decoys_final|mol2|3606|dock3,6.95057906413048,0,hs2
3374,ZINC14541439|decoys_final|mol2|976|dock2,6.950559450019676,0,hs2
4087,ZINC12585968|decoys_final|mol2|864|dock3,6.950225765050731,0,hs2
1360,ZINC12985452|decoys_final|mol2|3053|dock2,6.948185732647815,0,hs2
4967,ZINC39751696|decoys_final|mol2|4975|dock4,6.947394813522477,0,hs2
910,ZINC09884941|decoys_final|mol2|5203|dock2,6.946389171902418,0,hs2
1600,ZINC09730545|decoys_final|mol2|6019|dock3,6.945470808868913,0,hs2
3280,ZINC20995185|decoys_final|mol2|5517|dock5,6.945410236508082,0,hs2
1330,ZINC22133060|decoys_final|mol2|731|dock2,6.945227115227113,0,hs2
1688,ZINC39558071|decoys_final|mol2|1030|dock1,6.945075887676955,0,hs2
6598,ZINC35719241|decoys_final|mol2|3637|dock2,6.9441786598248445,0,hs2
1472,ZINC16015760|decoys_final|mol2|3047|dock2,6.941884109054982,0,hs2
1584,ZINC39448247|decoys_final|mol2|485|dock2,6.941696729384316,0,hs2
1848,ZINC14180978|decoys_final|mol2|322|dock5,6.941014709015357,0,hs2
1066,ZINC64714972|decoys_final|mol2|5492|dock5,6.9398992044069425,0,hs2
959,ZINC54360800|decoys_final|mol2|5438|dock4,6.93962529994849,0,hs2
4016,ZINC62828066|decoys_final|mol2|1809|dock2,6.939317170723611,0,hs2
4865,ZINC04288630|decoys_final|mol2|5495|dock2,6.93908530030603,0,hs2
1001,ZINC03974234|decoys_final|mol2|907|dock2,6.9357837867485745,0,hs2
3479,ZINC52618639|decoys_final|mol2|6286|dock4,6.934376481042653,0,hs2
1401,ZINC13426875|decoys_final|mol2|724|dock2,6.932152238979686,0,hs2
1039,ZINC59334181|decoys_final|mol2|953|dock1,6.931970367591899,0,hs2
649,ZINC43743702|decoys_final|mol2|451|dock3,6.9290721013976775,0,hs2
519,ZINC62125310|decoys_final|mol2|2208|dock1,6.924233395047444,0,hs2
4680,ZINC64055455|decoys_final|mol2|554|dock3,6.923149242624289,0,hs2
1123,ZINC01476907|decoys_final|mol2|5426|dock4,6.92112857198016,0,hs2
1058,ZINC08624838|decoys_final|mol2|5907|dock1,6.920953310079639,0,hs2
2680,ZINC64129823|decoys_final|mol2|3419|dock3,6.920871458210288,0,hs2
872,ZINC03389603|decoys_final|mol2|5914|dock4,6.917960322164499,0,hs2
3512,ZINC19772213|decoys_final|mol2|5513|dock1,6.917430409958201,0,hs2
1663,ZINC61950231|decoys_final|mol2|6348|dock1,6.9172211169532485,0,hs2
1082,ZINC18132372|decoys_final|mol2|5670|dock5,6.916278435832005,0,hs2
4514,ZINC38786648|decoys_final|mol2|684|dock3,6.915989849377864,0,hs2
4376,ZINC14982337|decoys_final|mol2|5557|dock1,6.9158356839831185,0,hs2
2118,ZINC10890082|decoys_final|mol2|5216|dock3,6.914669058165975,0,hs2
3842,ZINC66812990|decoys_final|mol2|3425|dock5,6.91428930687525,0,hs2
6007,ZINC05026021|decoys_final|mol2|3381|dock2,6.913752522267288,0,hs2
1753,ZINC43180514|decoys_final|mol2|1284|dock3,6.912305872190194,0,hs2
4074,ZINC39503281|decoys_final|mol2|839|dock5,6.911136414698388,0,hs2
784,ZINC39620462|decoys_final|mol2|5687|dock3,6.910446011478399,0,hs2
4582,ZINC33290052|decoys_final|mol2|1020|dock3,6.9086017270110585,0,hs2
5184,ZINC62825217|decoys_final|mol2|1905|dock4,6.908197433655654,0,hs2
1996,ZINC38925221|decoys_final|mol2|6189|dock5,6.907523333125466,0,hs2
933,ZINC09463593|decoys_final|mol2|414|dock3,6.90713839077654,0,hs2
1124,ZINC26232717|decoys_final|mol2|352|dock1,6.906373056210134,0,hs2
2187,ZINC40899220|decoys_final|mol2|2046|dock4,6.906313640207804,0,hs2
1762,ZINC40347061|decoys_final|mol2|1755|dock4,6.903658435862383,0,hs2
1599,ZINC25446891|decoys_final|mol2|335|dock1,6.902393237029583,0,hs2
1214,ZINC11113376|decoys_final|mol2|5707|dock4,6.9019986826585775,0,hs2
900,ZINC15680796|decoys_final|mol2|5412|dock2,6.900610748712223,0,hs2
284,ZINC03881992|decoys_final|mol2|3985|dock1,6.899035035585339,0,hs2
851,ZINC57498731|decoys_final|mol2|4332|dock1,6.898930839002265,0,hs2
2766,ZINC35717123|decoys_final|mol2|6766|dock4,6.89753459635522,0,hs2
1790,ZINC13779736|decoys_final|mol2|3542|dock2,6.896663966035302,0,hs2
1783,ZINC13071506|decoys_final|mol2|5052|dock5,6.896449657835511,0,hs2
474,ZINC04029054|decoys_final|mol2|3632|dock1,6.8960500004450305,0,hs2
1941,ZINC09448367|decoys_final|mol2|462|dock2,6.894275380640906,0,hs2
5578,ZINC63560910|decoys_final|mol2|601|dock4,6.8938686019862505,0,hs2
594,ZINC44964207|decoys_final|mol2|5835|dock3,6.893689541470496,0,hs2
2095,ZINC11821318|decoys_final|mol2|5601|dock5,6.89281424792139,0,hs2
103,ZINC54631438|decoys_final|mol2|4033|dock2,6.892797814989743,0,hs2
1719,ZINC12506947|decoys_final|mol2|429|dock4,6.891876745898218,0,hs2
1282,ZINC35913294|decoys_final|mol2|832|dock3,6.888940572929491,0,hs2
1313,ZINC23505799|decoys_final|mol2|5469|dock3,6.887969235021474,0,hs2
2963,ZINC32800573|decoys_final|mol2|5009|dock3,6.887887879184102,0,hs2
4099,ZINC22851980|decoys_final|mol2|645|dock3,6.885729015602663,0,hs2
653,ZINC35074951|decoys_final|mol2|2322|dock3,6.885572627926968,0,hs2
963,ZINC65476612|decoys_final|mol2|2213|dock1,6.8853945451204055,0,hs2
2201,ZINC45499543|decoys_final|mol2|5231|dock1,6.885306177606177,0,hs2
1488,ZINC47132840|decoys_final|mol2|5436|dock1,6.885075236208233,0,hs2
214,ZINC06273153|decoys_final|mol2|3990|dock2,6.885016072472238,0,hs2
518,ZINC57491277|decoys_final|mol2|4331|dock3,6.883912808502971,0,hs2
2262,ZINC40307841|decoys_final|mol2|1695|dock1,6.882584327548807,0,hs2
810,ZINC59475597|decoys_final|mol2|5844|dock4,6.882434912081679,0,hs2
4394,ZINC12203663|decoys_final|mol2|3537|dock4,6.882018342924589,0,hs2
2271,ZINC09951703|decoys_final|mol2|514|dock5,6.881412640308788,0,hs2
4434,ZINC58967318|decoys_final|mol2|647|dock2,6.880747883872885,0,hs2
816,ZINC41245543|decoys_final|mol2|4318|dock2,6.87979423219247,0,hs2
1537,ZINC06980311|decoys_final|mol2|5933|dock3,6.879322936298531,0,hs2
