,identifier,score,activity,scheme
1676,ZINC05680869|decoys_final|mol2|4600|dock2,191.27998081362068,0,hs1
1677,ZINC21554814|decoys_final|mol2|482|dock5,191.27815769305712,0,hs1
1678,ZINC50589159|decoys_final|mol2|2152|dock5,191.25948401655307,0,hs1
1679,ZINC49527094|decoys_final|mol2|2490|dock5,191.21891226641836,0,hs1
1680,ZINC23955593|decoys_final|mol2|476|dock5,191.1953980753611,0,hs1
1681,ZINC62016839|decoys_final|mol2|6604|dock3,191.1859052387971,0,hs1
1682,ZINC61696961|decoys_final|mol2|1355|dock1,191.1761177811804,0,hs1
1683,CHEMBL250533|actives_final|mol2|171|dock1,191.17337866392893,1,hs1
1684,ZINC20213654|decoys_final|mol2|2192|dock4,191.1668408306226,0,hs1
1685,ZINC63214491|decoys_final|mol2|1663|dock2,191.1559802172859,0,hs1
1686,ZINC35791218|decoys_final|mol2|5877|dock1,191.14453152207682,0,hs1
1687,ZINC17972542|decoys_final|mol2|5413|dock1,191.12592529475955,0,hs1
1688,ZINC39558071|decoys_final|mol2|1030|dock1,191.10993215612297,0,hs1
1689,ZINC44731852|decoys_final|mol2|4571|dock4,191.0863662180684,0,hs1
1690,ZINC37053176|decoys_final|mol2|2077|dock3,191.07222122123912,0,hs1
1691,ZINC20468368|decoys_final|mol2|4258|dock2,191.06417537880327,0,hs1
1692,ZINC64566036|decoys_final|mol2|5241|dock2,191.06251038224772,0,hs1
1693,ZINC01294119|decoys_final|mol2|3935|dock2,191.04298735079612,0,hs1
1694,ZINC39737368|decoys_final|mol2|801|dock1,191.04046198329246,0,hs1
1695,ZINC65966554|decoys_final|mol2|1861|dock4,191.040017759692,0,hs1
1696,ZINC39448148|decoys_final|mol2|5430|dock1,191.03074272742663,0,hs1
1697,ZINC53125958|decoys_final|mol2|2354|dock5,190.99407551798402,0,hs1
1698,ZINC37856952|decoys_final|mol2|2038|dock3,190.99375363613024,0,hs1
1699,ZINC21802644|decoys_final|mol2|4109|dock1,190.99218783356488,0,hs1
1700,ZINC24832207|decoys_final|mol2|6178|dock3,190.97718930881447,0,hs1
1701,ZINC57718371|decoys_final|mol2|2910|dock5,190.9698687759036,0,hs1
1702,ZINC01085092|decoys_final|mol2|2268|dock4,190.96417466400527,0,hs1
1703,ZINC21266598|decoys_final|mol2|4164|dock5,190.96374288490046,0,hs1
1704,ZINC24630233|decoys_final|mol2|783|dock4,190.96302766325638,0,hs1
1705,CHEMBL250126|actives_final|mol2|62|dock1,190.95434606970855,1,hs1
1706,ZINC24094084|decoys_final|mol2|737|dock4,190.91072939296058,0,hs1
1707,ZINC14985718|decoys_final|mol2|6031|dock5,190.8999249783919,0,hs1
1708,ZINC32809989|decoys_final|mol2|3800|dock3,190.89542718109223,0,hs1
1709,ZINC16990130|decoys_final|mol2|4296|dock4,190.88790315629842,0,hs1
1710,ZINC17316749|decoys_final|mol2|5162|dock4,190.87555884740598,0,hs1
1711,ZINC37690058|decoys_final|mol2|2299|dock2,190.8653292321178,0,hs1
1712,ZINC54202333|decoys_final|mol2|4130|dock4,190.83636748817514,0,hs1
1713,ZINC20755656|decoys_final|mol2|1075|dock1,190.82811281872262,0,hs1
1714,ZINC63180894|decoys_final|mol2|1849|dock1,190.8276547550353,0,hs1
1715,ZINC39325291|decoys_final|mol2|3762|dock2,190.82059752650028,0,hs1
1716,ZINC13572453|decoys_final|mol2|1533|dock3,190.8152688622024,0,hs1
1717,ZINC55342786|decoys_final|mol2|493|dock1,190.8087692233546,0,hs1
1718,ZINC45396306|decoys_final|mol2|747|dock2,190.7989024833068,0,hs1
1719,ZINC12506947|decoys_final|mol2|429|dock4,190.73942779494647,0,hs1
1720,ZINC12630211|decoys_final|mol2|5663|dock4,190.71269933379725,0,hs1
1721,ZINC12852705|decoys_final|mol2|5723|dock4,190.70972829151503,0,hs1
1722,ZINC64391684|decoys_final|mol2|5090|dock3,190.65468799960752,0,hs1
1723,ZINC14975997|decoys_final|mol2|524|dock5,190.649614674251,0,hs1
1724,ZINC34916985|decoys_final|mol2|1092|dock4,190.6308111290488,0,hs1
1725,ZINC37248480|decoys_final|mol2|4214|dock5,190.61864534710244,0,hs1
1726,ZINC61692141|decoys_final|mol2|4184|dock3,190.6041447626136,0,hs1
1727,ZINC19965110|decoys_final|mol2|3942|dock1,190.59775040658735,0,hs1
1728,ZINC37182797|decoys_final|mol2|2837|dock4,190.58332747384603,0,hs1
1729,ZINC05332294|decoys_final|mol2|4193|dock4,190.58046710986093,0,hs1
1730,ZINC10276144|decoys_final|mol2|1060|dock2,190.57866501276152,0,hs1
1731,ZINC37860040|decoys_final|mol2|2123|dock2,190.57374708435094,0,hs1
1732,ZINC35488376|decoys_final|mol2|3636|dock2,190.55906801831176,0,hs1
1733,ZINC06796480|decoys_final|mol2|6155|dock3,190.53956317052103,0,hs1
1734,ZINC06904372|decoys_final|mol2|3432|dock1,190.5292130244193,0,hs1
1735,ZINC62129025|decoys_final|mol2|6292|dock5,190.49250212362543,0,hs1
1736,ZINC58172784|decoys_final|mol2|1100|dock3,190.48837855960664,0,hs1
1737,ZINC19125121|decoys_final|mol2|1930|dock5,190.48680272884297,0,hs1
1738,CHEMBL240704|actives_final|mol2|112|dock5,190.48517739106916,1,hs1
1739,ZINC53125956|decoys_final|mol2|2353|dock3,190.4838391635971,0,hs1
1740,ZINC10451951|decoys_final|mol2|5204|dock4,190.48059983500917,0,hs1
1741,ZINC14790157|decoys_final|mol2|725|dock5,190.4490721460612,0,hs1
1742,ZINC39942541|decoys_final|mol2|5075|dock4,190.44894440599913,0,hs1
1743,ZINC63191075|decoys_final|mol2|247|dock2,190.4229363881301,0,hs1
1744,ZINC50361754|decoys_final|mol2|6247|dock2,190.40778962866534,0,hs1
1745,ZINC30946073|decoys_final|mol2|680|dock2,190.39499034598674,0,hs1
1746,ZINC05214267|decoys_final|mol2|2981|dock3,190.38526664064955,0,hs1
1747,ZINC41271112|decoys_final|mol2|3573|dock5,190.36090484954323,0,hs1
1748,ZINC53973614|decoys_final|mol2|6242|dock1,190.35765763369952,0,hs1
1749,ZINC01134182|decoys_final|mol2|3026|dock4,190.34449414350442,0,hs1
1750,ZINC34748498|decoys_final|mol2|1021|dock2,190.28796327451118,0,hs1
1751,ZINC40267081|decoys_final|mol2|450|dock5,190.2816584806179,0,hs1
1752,ZINC05371125|decoys_final|mol2|5454|dock3,190.27513008391884,0,hs1
1753,ZINC43180514|decoys_final|mol2|1284|dock3,190.24564645062603,0,hs1
1754,ZINC00226599|decoys_final|mol2|4126|dock3,190.23212505998944,0,hs1
1755,ZINC14882142|decoys_final|mol2|3348|dock4,190.20993807050124,0,hs1
1756,ZINC39468448|decoys_final|mol2|6742|dock2,190.20644589952522,0,hs1
1757,ZINC05397876|decoys_final|mol2|6458|dock3,190.19347563150166,0,hs1
1758,ZINC47414254|decoys_final|mol2|5937|dock4,190.16929723836085,0,hs1
1759,ZINC66135584|decoys_final|mol2|1664|dock5,190.16508861511068,0,hs1
1760,ZINC40988149|decoys_final|mol2|490|dock4,190.103728987487,0,hs1
1761,ZINC15776449|decoys_final|mol2|4684|dock3,190.07416812589537,0,hs1
1762,ZINC40347061|decoys_final|mol2|1755|dock4,190.04991282702278,0,hs1
1763,ZINC10145495|decoys_final|mol2|6021|dock3,190.02866783343478,0,hs1
1764,ZINC09605873|decoys_final|mol2|5151|dock5,190.01746010104642,0,hs1
1765,ZINC23694909|decoys_final|mol2|1843|dock4,189.9764246392075,0,hs1
1766,ZINC65060194|decoys_final|mol2|5243|dock1,189.9571561990591,0,hs1
1767,ZINC63122531|decoys_final|mol2|5985|dock3,189.95472268874556,0,hs1
1768,ZINC09366371|decoys_final|mol2|5659|dock3,189.9522338419759,0,hs1
1769,ZINC37332436|decoys_final|mol2|2441|dock3,189.94683536032446,0,hs1
1770,ZINC36922888|decoys_final|mol2|2530|dock4,189.94336568366532,0,hs1
1771,ZINC13567874|decoys_final|mol2|5210|dock4,189.94066853224427,0,hs1
1772,ZINC51398203|decoys_final|mol2|2457|dock2,189.93342765520586,0,hs1
1773,ZINC19792715|decoys_final|mol2|6309|dock5,189.92155129899172,0,hs1
1774,ZINC12567209|decoys_final|mol2|6161|dock5,189.9194641375469,0,hs1
1775,ZINC50159837|decoys_final|mol2|949|dock5,189.91912515684922,0,hs1
1776,ZINC39483572|decoys_final|mol2|5179|dock2,189.91573892673583,0,hs1
1777,ZINC67010372|decoys_final|mol2|2064|dock1,189.90172331529,0,hs1
1778,ZINC22276092|decoys_final|mol2|329|dock5,189.89922082024643,0,hs1
1779,ZINC10627844|decoys_final|mol2|722|dock4,189.83747272642714,0,hs1
1780,ZINC37348883|decoys_final|mol2|1531|dock5,189.83397532053093,0,hs1
1781,ZINC13729334|decoys_final|mol2|2262|dock2,189.8190236059331,0,hs1
1782,ZINC12559348|decoys_final|mol2|1303|dock4,189.81194442762987,0,hs1
1783,ZINC13071506|decoys_final|mol2|5052|dock5,189.81068312685528,0,hs1
1784,ZINC12552326|decoys_final|mol2|264|dock3,189.81038121927196,0,hs1
1785,ZINC21936599|decoys_final|mol2|4260|dock4,189.7905966997057,0,hs1
1786,ZINC21795778|decoys_final|mol2|1316|dock1,189.73578899769552,0,hs1
1787,ZINC09115883|decoys_final|mol2|6357|dock2,189.72208026724235,0,hs1
1788,ZINC38080038|decoys_final|mol2|1694|dock3,189.71441915490112,0,hs1
1789,ZINC10528978|decoys_final|mol2|1064|dock4,189.69634419315523,0,hs1
1790,ZINC13779736|decoys_final|mol2|3542|dock2,189.68974928224952,0,hs1
1791,ZINC53627450|decoys_final|mol2|3730|dock5,189.68940378958445,0,hs1
1792,ZINC17093190|decoys_final|mol2|6143|dock4,189.65537615097062,0,hs1
1793,ZINC59415677|decoys_final|mol2|4535|dock2,189.6551793020294,0,hs1
1794,ZINC09788677|decoys_final|mol2|418|dock3,189.61278294476776,0,hs1
1795,ZINC01674944|decoys_final|mol2|2825|dock2,189.59157672555057,0,hs1
1796,ZINC16780296|decoys_final|mol2|3131|dock3,189.5748145062159,0,hs1
1797,ZINC04194865|decoys_final|mol2|6716|dock4,189.55382106094987,0,hs1
1798,ZINC53972564|decoys_final|mol2|6341|dock3,189.54680531518898,0,hs1
1799,ZINC59253504|decoys_final|mol2|348|dock1,189.5373544247247,0,hs1
1800,ZINC14776639|decoys_final|mol2|368|dock3,189.52497468016668,0,hs1
1801,ZINC11201733|decoys_final|mol2|5401|dock5,189.50457337055815,0,hs1
1802,ZINC13658543|decoys_final|mol2|2740|dock5,189.43149698666895,0,hs1
1803,ZINC39883924|decoys_final|mol2|6190|dock5,189.41865211713252,0,hs1
1804,ZINC16736195|decoys_final|mol2|2613|dock3,189.4124741150756,0,hs1
1805,ZINC44279555|decoys_final|mol2|2484|dock4,189.40313583935233,0,hs1
1806,ZINC09665225|decoys_final|mol2|6359|dock4,189.39981313017455,0,hs1
1807,ZINC67120690|decoys_final|mol2|1243|dock1,189.39716814571398,0,hs1
1808,ZINC32575642|decoys_final|mol2|1373|dock5,189.36218463922143,0,hs1
1809,ZINC02603006|decoys_final|mol2|2890|dock4,189.33997810593448,0,hs1
1810,ZINC16653863|decoys_final|mol2|775|dock4,189.33590452553182,0,hs1
1811,ZINC36954380|decoys_final|mol2|4112|dock4,189.30616264748622,0,hs1
1812,ZINC39909536|decoys_final|mol2|5435|dock4,189.29649821218928,0,hs1
1813,ZINC36813013|decoys_final|mol2|1123|dock5,189.2906704475948,0,hs1
1814,ZINC08345073|decoys_final|mol2|5906|dock4,189.2866377498058,0,hs1
1815,CHEMBL380186|actives_final|mol2|32|dock3,189.27105800948326,1,hs1
1816,ZINC61697568|decoys_final|mol2|1356|dock4,189.26615424374492,0,hs1
1817,ZINC11615718|decoys_final|mol2|2178|dock2,189.25860587615233,0,hs1
1818,ZINC50430068|decoys_final|mol2|1343|dock1,189.25227397003778,0,hs1
1819,ZINC19868361|decoys_final|mol2|696|dock4,189.22354860543766,0,hs1
1820,ZINC00917610|decoys_final|mol2|1361|dock1,189.21289459833847,0,hs1
1821,ZINC45167129|decoys_final|mol2|6543|dock5,189.19819931506788,0,hs1
1822,ZINC28251481|decoys_final|mol2|1083|dock1,189.1966223285502,0,hs1
1823,ZINC35614785|decoys_final|mol2|5731|dock5,189.19627945638615,0,hs1
1824,ZINC61459572|decoys_final|mol2|1398|dock3,189.18192993769887,0,hs1
1825,ZINC20505696|decoys_final|mol2|4163|dock1,189.14548008205725,0,hs1
1826,ZINC51157442|decoys_final|mol2|4627|dock4,189.10612590239472,0,hs1
1827,ZINC39524349|decoys_final|mol2|3005|dock3,189.10002367088578,0,hs1
1828,ZINC25918002|decoys_final|mol2|5680|dock5,189.06525629475746,0,hs1
1829,ZINC34725853|decoys_final|mol2|3058|dock5,189.0611444426941,0,hs1
1830,ZINC44434650|decoys_final|mol2|3063|dock4,189.05121935516314,0,hs1
1831,ZINC50335874|decoys_final|mol2|4229|dock1,189.05080344057725,0,hs1
1832,CHEMBL470776|actives_final|mol2|152|dock3,189.0460884841386,1,hs1
1833,ZINC43640123|decoys_final|mol2|1539|dock5,189.04579912240752,0,hs1
1834,ZINC13941337|decoys_final|mol2|752|dock1,189.0429764719383,0,hs1
1835,ZINC02254435|decoys_final|mol2|5093|dock1,189.03643325335824,0,hs1
1836,ZINC44095106|decoys_final|mol2|4979|dock1,189.0100098409062,0,hs1
1837,ZINC21232788|decoys_final|mol2|6033|dock3,189.00711705596413,0,hs1
1838,ZINC15560178|decoys_final|mol2|5212|dock2,188.99294583301793,0,hs1
1839,ZINC33300324|decoys_final|mol2|5221|dock3,188.97861220036103,0,hs1
1840,ZINC15078752|decoys_final|mol2|676|dock3,188.9685930604213,0,hs1
1841,ZINC37581146|decoys_final|mol2|2934|dock1,188.92765676340176,0,hs1
1842,ZINC09323253|decoys_final|mol2|707|dock3,188.91238283393298,0,hs1
1843,ZINC19125142|decoys_final|mol2|1931|dock1,188.91008853092035,0,hs1
1844,ZINC12922990|decoys_final|mol2|5464|dock2,188.90681959258237,0,hs1
1845,ZINC09465191|decoys_final|mol2|5094|dock2,188.8923167725365,0,hs1
1846,ZINC14017470|decoys_final|mol2|6026|dock4,188.88452473448146,0,hs1
1847,ZINC21134337|decoys_final|mol2|5870|dock1,188.8825170493008,0,hs1
1848,ZINC14180978|decoys_final|mol2|322|dock5,188.8738374705756,0,hs1
1849,ZINC33469328|decoys_final|mol2|5424|dock3,188.8560204520596,0,hs1
1850,ZINC36929586|decoys_final|mol2|6617|dock2,188.83635470186525,0,hs1
1851,ZINC01481299|decoys_final|mol2|5045|dock3,188.83365863251828,0,hs1
1852,CHEMBL213184|actives_final|mol2|9|dock3,188.8163523713988,1,hs1
1853,ZINC03266600|decoys_final|mol2|5455|dock3,188.77007779350086,0,hs1
1854,ZINC11074635|decoys_final|mol2|718|dock4,188.77004194436216,0,hs1
1855,ZINC32547733|decoys_final|mol2|3145|dock1,188.76243659681109,0,hs1
1856,ZINC04020930|decoys_final|mol2|1916|dock2,188.76085021417137,0,hs1
1857,ZINC63399447|decoys_final|mol2|5088|dock1,188.7575249563428,0,hs1
1858,CHEMBL204459|actives_final|mol2|73|dock2,188.7476536555742,1,hs1
1859,ZINC20553816|decoys_final|mol2|4198|dock2,188.7305531281551,0,hs1
1860,ZINC62712742|decoys_final|mol2|2966|dock3,188.72280510877084,0,hs1
1861,CHEMBL401006|actives_final|mol2|87|dock2,188.681886057714,1,hs1
1862,ZINC66676322|decoys_final|mol2|5795|dock5,188.66052099899042,0,hs1
1863,ZINC00710320|decoys_final|mol2|5951|dock5,188.66041535491328,0,hs1
1864,ZINC37885251|decoys_final|mol2|2535|dock2,188.64570822493224,0,hs1
1865,ZINC05490131|decoys_final|mol2|4513|dock1,188.63137821132162,0,hs1
1866,ZINC20453004|decoys_final|mol2|5313|dock3,188.6298092978276,0,hs1
1867,ZINC01803346|decoys_final|mol2|4785|dock3,188.624450001306,0,hs1
1868,ZINC12594354|decoys_final|mol2|6762|dock4,188.59727024999788,0,hs1
1869,ZINC48796479|decoys_final|mol2|2305|dock1,188.54849334993037,0,hs1
1870,ZINC04683193|decoys_final|mol2|3480|dock1,188.54786606285222,0,hs1
1871,ZINC40800735|decoys_final|mol2|1283|dock3,188.49212622311325,0,hs1
1872,ZINC10620152|decoys_final|mol2|315|dock5,188.48500994235044,0,hs1
1873,ZINC41213065|decoys_final|mol2|4314|dock1,188.4679938136193,0,hs1
1874,ZINC60086620|decoys_final|mol2|754|dock4,188.46338310953894,0,hs1
1875,ZINC00756705|decoys_final|mol2|6137|dock1,188.45183213561566,0,hs1
1876,ZINC05322906|decoys_final|mol2|6204|dock5,188.4363470057508,0,hs1
1877,ZINC09684554|decoys_final|mol2|723|dock4,188.43193360328064,0,hs1
1878,ZINC19171371|decoys_final|mol2|5849|dock2,188.3979877516059,0,hs1
1879,ZINC43620078|decoys_final|mol2|291|dock1,188.36153821121593,0,hs1
1880,ZINC16853059|decoys_final|mol2|4509|dock3,188.30197566576285,0,hs1
1881,ZINC39511189|decoys_final|mol2|5833|dock4,188.29722488571,0,hs1
1882,ZINC10885879|decoys_final|mol2|5462|dock3,188.2597285035179,0,hs1
1883,CHEMBL250125|actives_final|mol2|57|dock1,188.25180350740513,1,hs1
1884,ZINC10836847|decoys_final|mol2|424|dock1,188.24172166640236,0,hs1
1885,ZINC16137882|decoys_final|mol2|4101|dock1,188.23812024122026,0,hs1
1886,ZINC41243721|decoys_final|mol2|4316|dock1,188.196230081946,0,hs1
1887,ZINC39457296|decoys_final|mol2|5832|dock1,188.17959564728213,0,hs1
1888,ZINC37101639|decoys_final|mol2|4210|dock2,188.16170034568543,0,hs1
1889,ZINC13774981|decoys_final|mol2|5915|dock2,188.155222580528,0,hs1
1890,ZINC00979935|decoys_final|mol2|921|dock5,188.15024975334762,0,hs1
1891,ZINC66830567|decoys_final|mol2|5796|dock4,188.14785440001083,0,hs1
1892,ZINC20753375|decoys_final|mol2|6032|dock1,188.12258358148947,0,hs1
1893,ZINC04690733|decoys_final|mol2|5448|dock3,188.09890855634802,0,hs1
1894,ZINC12519815|decoys_final|mol2|6164|dock1,188.09261116424344,0,hs1
1895,ZINC35687967|decoys_final|mol2|682|dock5,188.09036559122575,0,hs1
1896,ZINC19597161|decoys_final|mol2|5718|dock1,188.08594296675557,0,hs1
1897,ZINC62370389|decoys_final|mol2|1848|dock4,188.0856084065247,0,hs1
1898,ZINC24853101|decoys_final|mol2|3054|dock3,188.0741423996938,0,hs1
1899,ZINC51001953|decoys_final|mol2|1552|dock1,188.07305697901938,0,hs1
1900,ZINC15091691|decoys_final|mol2|1070|dock4,188.00788879431968,0,hs1
1901,ZINC43763042|decoys_final|mol2|4321|dock3,188.00075735417676,0,hs1
1902,ZINC54452471|decoys_final|mol2|5930|dock5,187.95379169475564,0,hs1
1903,ZINC17250489|decoys_final|mol2|4254|dock1,187.94478271414783,0,hs1
1904,ZINC40343809|decoys_final|mol2|3770|dock5,187.91421817698637,0,hs1
1905,ZINC08872484|decoys_final|mol2|5459|dock2,187.87601180102322,0,hs1
1906,ZINC62704657|decoys_final|mol2|6605|dock2,187.87391507960018,0,hs1
1907,ZINC63416511|decoys_final|mol2|5896|dock5,187.84855364958247,0,hs1
1908,ZINC44878338|decoys_final|mol2|3870|dock1,187.83549834542842,0,hs1
1909,ZINC19882364|decoys_final|mol2|3059|dock5,187.81534106536463,0,hs1
1910,ZINC37283650|decoys_final|mol2|4216|dock4,187.74128497514425,0,hs1
1911,ZINC03849675|decoys_final|mol2|4186|dock5,187.68448424762408,0,hs1
1912,ZINC40243181|decoys_final|mol2|1353|dock3,187.64691117395708,0,hs1
1913,ZINC36327915|decoys_final|mol2|3439|dock4,187.62323924440372,0,hs1
1914,ZINC06137536|decoys_final|mol2|307|dock3,187.60974861642563,0,hs1
1915,ZINC08821771|decoys_final|mol2|4795|dock1,187.59902234199654,0,hs1
1916,ZINC43094156|decoys_final|mol2|6575|dock1,187.58226978068703,0,hs1
1917,ZINC02843826|decoys_final|mol2|6003|dock2,187.5765572958294,0,hs1
1918,ZINC39774547|decoys_final|mol2|6146|dock3,187.54048246856675,0,hs1
1919,ZINC50122222|decoys_final|mol2|2645|dock2,187.52484957330518,0,hs1
1920,ZINC01266427|decoys_final|mol2|6106|dock3,187.48532408567308,0,hs1
1921,ZINC09566117|decoys_final|mol2|6111|dock5,187.4820300001928,0,hs1
1922,ZINC26962761|decoys_final|mol2|3056|dock4,187.46310923741936,0,hs1
1923,ZINC10528671|decoys_final|mol2|5400|dock1,187.44564517420102,0,hs1
1924,ZINC20922731|decoys_final|mol2|5437|dock2,187.4335741366658,0,hs1
1925,ZINC04652231|decoys_final|mol2|5447|dock3,187.42773667849235,0,hs1
1926,ZINC39421846|decoys_final|mol2|5177|dock4,187.42498014171161,0,hs1
1927,ZINC04813584|decoys_final|mol2|5450|dock5,187.4214411127511,0,hs1
1928,ZINC38777313|decoys_final|mol2|6188|dock1,187.41360346801258,0,hs1
1929,ZINC39637313|decoys_final|mol2|1982|dock2,187.37535360895822,0,hs1
1930,ZINC02844030|decoys_final|mol2|5647|dock5,187.36555963813868,0,hs1
1931,ZINC58949406|decoys_final|mol2|1229|dock2,187.35615505730556,0,hs1
1932,ZINC26365944|decoys_final|mol2|3055|dock1,187.34030993309406,0,hs1
1933,ZINC13778563|decoys_final|mol2|3692|dock3,187.32033670869663,0,hs1
1934,ZINC02246334|decoys_final|mol2|6016|dock1,187.254610764312,0,hs1
1935,ZINC62129342|decoys_final|mol2|3373|dock4,187.25034566955128,0,hs1
1936,ZINC37379545|decoys_final|mol2|6565|dock5,187.2450707544283,0,hs1
1937,ZINC29338463|decoys_final|mol2|785|dock1,187.19328812816275,0,hs1
1938,ZINC62829651|decoys_final|mol2|4335|dock1,187.180771856246,0,hs1
1939,ZINC38845293|decoys_final|mol2|3753|dock5,187.17753030440684,0,hs1
1940,ZINC13648197|decoys_final|mol2|2583|dock1,187.1605459331409,0,hs1
1941,ZINC09448367|decoys_final|mol2|462|dock2,187.15083144290605,0,hs1
1942,ZINC20578116|decoys_final|mol2|4106|dock2,187.1490042329146,0,hs1
1943,CHEMBL427688|actives_final|mol2|35|dock4,187.14263886629334,1,hs1
1944,ZINC00872121|decoys_final|mol2|2574|dock1,187.11555012913573,0,hs1
1945,ZINC20503308|decoys_final|mol2|5819|dock2,187.10671659759993,0,hs1
1946,ZINC09415640|decoys_final|mol2|459|dock1,187.09830982050138,0,hs1
1947,ZINC31585940|decoys_final|mol2|5740|dock5,187.08968877161954,0,hs1
1948,ZINC64213307|decoys_final|mol2|503|dock1,187.08413466753763,0,hs1
1949,ZINC03984855|decoys_final|mol2|1259|dock4,187.07369724297445,0,hs1
1950,ZINC12243052|decoys_final|mol2|720|dock3,187.01641788280276,0,hs1
1951,ZINC22977209|decoys_final|mol2|3051|dock4,187.00210022787883,0,hs1
1952,ZINC60280475|decoys_final|mol2|2660|dock3,187.00027985177104,0,hs1
1953,ZINC35659397|decoys_final|mol2|6311|dock5,186.90445865501653,0,hs1
1954,ZINC18778506|decoys_final|mol2|5918|dock5,186.90377358381812,0,hs1
1955,ZINC39774546|decoys_final|mol2|6145|dock1,186.898545908803,0,hs1
1956,CHEMBL1084115|actives_final|mol2|169|dock1,186.85991662652452,1,hs1
1957,ZINC13750556|decoys_final|mol2|2221|dock4,186.85886918339736,0,hs1
1958,ZINC39769749|decoys_final|mol2|342|dock4,186.8448377031376,0,hs1
1959,CHEMBL248400|actives_final|mol2|38|dock1,186.81970206881886,1,hs1
1960,ZINC19819378|decoys_final|mol2|4102|dock5,186.81649227830493,0,hs1
1961,ZINC12561989|decoys_final|mol2|6160|dock1,186.81335070472923,0,hs1
1962,ZINC19833464|decoys_final|mol2|5415|dock4,186.79940939396386,0,hs1
1963,ZINC02400676|decoys_final|mol2|457|dock3,186.78862866430777,0,hs1
1964,ZINC36963989|decoys_final|mol2|4208|dock3,186.78224245470375,0,hs1
1965,ZINC04475410|decoys_final|mol2|1666|dock4,186.74335564364833,0,hs1
1966,ZINC00799260|decoys_final|mol2|2576|dock2,186.7242489487549,0,hs1
1967,ZINC42437820|decoys_final|mol2|639|dock2,186.71614663096142,0,hs1
1968,ZINC43288913|decoys_final|mol2|6230|dock5,186.71488274658176,0,hs1
1969,ZINC63489457|decoys_final|mol2|4586|dock5,186.67998238726983,0,hs1
1970,ZINC35380980|decoys_final|mol2|5253|dock2,186.66901591398914,0,hs1
1971,ZINC38002630|decoys_final|mol2|4222|dock2,186.65191477165277,0,hs1
1972,ZINC43125196|decoys_final|mol2|2134|dock4,186.639452894464,0,hs1
1973,ZINC11139461|decoys_final|mol2|5157|dock5,186.62645344384228,0,hs1
1974,ZINC39947410|decoys_final|mol2|588|dock1,186.61942091771255,0,hs1
1975,ZINC36922371|decoys_final|mol2|4267|dock3,186.612466446788,0,hs1
1976,ZINC43707251|decoys_final|mol2|4226|dock5,186.61136340255038,0,hs1
1977,ZINC19290372|decoys_final|mol2|2434|dock1,186.60527750373691,0,hs1
1978,ZINC39178848|decoys_final|mol2|3402|dock4,186.58970750313415,0,hs1
1979,ZINC02200386|decoys_final|mol2|6104|dock1,186.58295740626681,0,hs1
1980,ZINC34828618|decoys_final|mol2|5427|dock4,186.54013417171103,0,hs1
1981,ZINC38748257|decoys_final|mol2|2794|dock5,186.53834629893723,0,hs1
1982,ZINC18250521|decoys_final|mol2|3069|dock1,186.53482585991964,0,hs1
1983,ZINC65185210|decoys_final|mol2|3072|dock5,186.52540158867322,0,hs1
1984,ZINC11785796|decoys_final|mol2|5405|dock4,186.5071960276979,0,hs1
1985,ZINC00539371|decoys_final|mol2|1516|dock1,186.4529375990847,0,hs1
1986,ZINC43489464|decoys_final|mol2|31|dock3,186.44486651245293,0,hs1
1987,ZINC10034847|decoys_final|mol2|6115|dock5,186.44030336643561,0,hs1
1988,ZINC28466119|decoys_final|mol2|11|dock2,186.44003283160242,0,hs1
1989,ZINC06006758|decoys_final|mol2|5903|dock5,186.39717360860996,0,hs1
1990,ZINC38658633|decoys_final|mol2|3208|dock5,186.39603610974427,0,hs1
1991,ZINC61717165|decoys_final|mol2|6842|dock5,186.37908331005622,0,hs1
1992,ZINC12969811|decoys_final|mol2|1415|dock3,186.36032607518712,0,hs1
1993,ZINC37258333|decoys_final|mol2|6207|dock2,186.34512805266246,0,hs1
1994,CHEMBL436624|actives_final|mol2|49|dock4,186.33978463797672,1,hs1
1995,ZINC12327469|decoys_final|mol2|3232|dock5,186.32353992355095,0,hs1
1996,ZINC38925221|decoys_final|mol2|6189|dock5,186.29282928294163,0,hs1
1997,ZINC23394971|decoys_final|mol2|733|dock4,186.28067855032089,0,hs1
1998,ZINC15778295|decoys_final|mol2|2289|dock5,186.26703875320837,0,hs1
1999,ZINC37503809|decoys_final|mol2|4120|dock3,186.25061350238047,0,hs1
2000,ZINC39528055|decoys_final|mol2|445|dock1,186.22737709435532,0,hs1
2001,ZINC62702655|decoys_final|mol2|2719|dock1,186.21495320433627,0,hs1
2002,ZINC30775341|decoys_final|mol2|1085|dock5,186.18166045508138,0,hs1
2003,ZINC09731553|decoys_final|mol2|6112|dock2,186.16461024062397,0,hs1
2004,ZINC23177525|decoys_final|mol2|5674|dock5,186.16228431254132,0,hs1
2005,CHEMBL1078998|actives_final|mol2|5|dock1,186.1509342830563,1,hs1
2006,ZINC13980057|decoys_final|mol2|361|dock2,186.1351214344553,0,hs1
2007,ZINC01370823|decoys_final|mol2|6658|dock4,186.0957316858764,0,hs1
2008,ZINC63800247|decoys_final|mol2|2513|dock1,186.0858974894826,0,hs1
2009,CHEMBL250533|actives_final|mol2|173|dock4,186.07603817212075,1,hs1
